# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
07143082;Wirscheid;271;248,9;247,6;83,6;0;33,9;55;27,9;10,8;11,5;10,9;6,5;7,5;anteilig geschätzt;VG Ransbach-Baumbach;
07143084;Wittgert;493;423,7;420,2;133,1;0;75,9;93;33,8;25,6;22,1;14,8;7;14,9;anteilig geschätzt;VG Ransbach-Baumbach;
07143085;Wölferlingen;371;313,1;309,2;83,5;0;40,7;93,3;21,9;21,8;17,2;14,5;6,1;10,2;anteilig geschätzt;VG Selters (Westerwald);
07143200;Ailertchen;503;417,6;413,8;126,1;0;70,9;123,6;24,8;19,4;12,1;21,3;5,9;9,7;anteilig geschätzt;VG Westerburg;
07143202;Alpenrod;1221;1011,2;1006,6;290,1;0;231,1;221,3;70;41,3;56,1;44,1;22,5;30,1;anteilig geschätzt;VG Hachenburg;
07143203;Arnshöfen;147;127,2;125,7;53,2;0;20,5;24,7;4,4;5,6;8,6;1,8;2,3;4,6;anteilig geschätzt;VG Wallmerod;
07143204;Astert;196;159,9;159,6;61,3;0;33,6;17,2;24,6;6,5;6,3;4,8;2,8;2,5;anteilig geschätzt;VG Hachenburg;
07143205;Atzelgift;488;425,4;423,4;156,4;0;75,2;85,3;33,6;17,8;24,7;17,8;6,8;5,8;anteilig geschätzt;VG Hachenburg;
07143206;Bad Marienberg (Westerwald), Stadt;4079;2987;2956,6;829;0;582;759,6;176,8;120,3;208,3;165,9;28,4;86,3;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143207;Bellingen;476;407,5;405,4;166,1;0;65,5;86,1;19,6;18,7;16,3;13,5;4,9;14,7;anteilig geschätzt;VG Westerburg;
07143208;Berod bei Wallmerod;431;373,3;370;139,5;0;52,7;102,6;17,3;13,6;13,5;13,7;7,4;9,7;anteilig geschätzt;VG Wallmerod;
07143209;Berzhahn;361;312,9;312,2;85,5;0;65,8;84,9;19,5;17,6;10,4;16,6;2,6;9,3;anteilig geschätzt;VG Westerburg;
07143210;Bilkheim;387;340,5;336,1;120,1;0;39,5;79,3;26,2;20,1;24,1;12,1;6,6;8,1;anteilig geschätzt;VG Wallmerod;
07143211;Bölsberg;195;152;149,7;42,2;0;30,9;47;3,4;4,2;10,5;5,1;1,7;4,7;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143212;Borod;440;361,8;358,1;102,2;0;68,5;85,2;24,7;9,6;15,8;30,4;9,2;12,5;anteilig geschätzt;VG Hachenburg;
07143213;Brandscheid;406;331,5;327,8;122,3;0;42,6;73,6;23,9;18,8;10,6;22,8;4,7;8,5;anteilig geschätzt;VG Westerburg;
07143214;Bretthausen;149;128;126,8;46,9;0;15;35,2;7,3;3,5;5,1;7,5;2,1;4,2;anteilig geschätzt;VG Rennerod;
07143215;Dreifelden;212;176;172,6;55,8;0;34,7;34,4;12,9;5,5;9,8;6,9;2,2;10,4;anteilig geschätzt;VG Hachenburg;
07143216;Dreisbach;475;417,4;410,8;134,7;0;72,8;103,1;19,9;15,7;26,5;12,5;10,8;14,8;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143218;Elsoff (Westerwald);737;619,7;614,4;218,1;0;80,2;158;46,9;24;26,3;23,5;19,6;17,8;anteilig geschätzt;VG Rennerod;
07143219;Enspel;228;190,2;188,9;79,3;0;24,2;43,9;8,5;8,7;9,5;7,6;2,2;5;anteilig geschätzt;VG Westerburg;
07143220;Ettinghausen;270;240,2;237,4;89,9;0;35;57,8;16,8;6,9;11,9;9,8;5;4,3;anteilig geschätzt;VG Wallmerod;
07143221;Ewighausen;187;158,9;156,5;46,5;0;24,9;47,3;11,4;4,2;7,3;6,1;4,5;4,3;anteilig geschätzt;VG Selters (Westerwald);
07143222;Fehl-Ritzhausen;611;522,3;521,5;142,9;0;122,7;132,1;32,3;15,8;30;24,6;9,6;11,5;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143223;Gehlert;479;424,6;420,5;117,9;0;102,6;73,2;42,6;17,6;23;21,8;11,2;10,6;anteilig geschätzt;VG Hachenburg;
07143224;Gemünden;754;634,3;631;213,2;0;131,6;135,7;38,5;27,5;34;23,4;12,2;14,9;anteilig geschätzt;VG Westerburg;
07143225;Giesenhausen;277;221;220,5;61,3;0;49,7;39,6;17,1;10,5;20,2;12,1;3,7;6,3;anteilig geschätzt;VG Hachenburg;
07143226;Girkenroth;499;446,8;441,9;165,1;0;78,3;92,3;24,3;21,9;24,6;13,8;8,6;13;anteilig geschätzt;VG Westerburg;
07143227;Großseifen;450;368;365,5;86,6;0;76,7;124,9;15,6;17,8;15,5;17,7;1,6;9,1;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143228;Guckheim;784;686,6;682,7;276,5;0;121,8;129,7;46,7;26,8;23,2;29,6;11,2;17,2;anteilig geschätzt;VG Westerburg;
07143229;Hachenburg, Stadt;4682;3759,3;3728,9;1216,1;0;757,8;635,9;357,8;166,4;258,9;166,7;53,4;115,9;anteilig geschätzt;VG Hachenburg;
07143230;Härtlingen;322;279,3;276,7;93,3;0;47,8;71;18,1;11,4;13,2;14,3;2,5;5,1;anteilig geschätzt;VG Westerburg;
07143231;Hahn bei Marienberg;340;309,5;306;92,3;0;62,1;79,9;21,1;7,5;15,2;17,4;1,5;9;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143232;Hahn am See;330;281,9;280,7;104,6;0;48,4;49,5;19,6;19,2;16,2;9,4;4,2;9,6;anteilig geschätzt;VG Wallmerod;
07143233;Halbs;259;204,7;202,5;41,9;0;44,8;69,9;10,1;8,9;11,8;7,8;1,8;5,5;anteilig geschätzt;VG Westerburg;
07143234;Hardt;335;283,8;282,3;77;0;78,2;55,4;22,9;9,4;16;7,3;4,4;11,7;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143235;Hattert;1406;1211,4;1204,1;397,2;0;265,3;200,8;110,2;52,7;71,6;46,2;21,6;38,5;anteilig geschätzt;VG Hachenburg;
07143236;Heimborn;223;198,5;197,2;64,3;0;49,9;25,8;24,1;5,7;12,6;4,1;5,9;4,8;anteilig geschätzt;VG Hachenburg;
07143237;Hellenhahn-Schellenberg;957;844,3;833,1;295,3;0;129,3;208;61,5;29,4;38;30,5;23,3;17,8;anteilig geschätzt;VG Rennerod;
07143238;Hergenroth;359;310,8;307,2;96,9;0;53,4;93;14,8;14,6;15,4;8,5;4,1;6,5;anteilig geschätzt;VG Westerburg;
07143239;Herschbach (Oberwesterwald);719;624,1;621,5;256,4;0;78,5;128,3;62,1;26,5;30,4;14,6;10,9;13,8;anteilig geschätzt;VG Wallmerod;
07143240;Heuzert;97;71,1;71;26,2;0;16,8;17,1;3,2;0,9;2,4;1,1;1,5;1,8;anteilig geschätzt;VG Hachenburg;
07143241;Höchstenbach;547;452;448;130,1;0;94,3;85,9;48;22;27;23;7,9;9,8;anteilig geschätzt;VG Hachenburg;
07143242;Höhn;2387;2003,4;1993,6;647,4;0;327;526;130,3;72,1;103,3;92,5;33,7;61,3;anteilig geschätzt;VG Westerburg;
07143243;Hof;998;801,6;797,4;251,1;0;143,1;236,5;35,9;40,4;31,1;36,1;8,7;14,5;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143244;Homberg;137;117,3;117,1;39,1;0;13,1;28,4;14,9;5,4;6,9;3,3;3;3;anteilig geschätzt;VG Rennerod;
07143245;Hüblingen;235;188,9;186,6;47,7;0;38,5;48,3;11,5;4,6;18,6;8,5;4,9;4;anteilig geschätzt;VG Rennerod;
07143246;Irmtraut;631;492,3;491;177,3;0;73;121,2;37,2;16,1;26,2;21,7;8;10,3;anteilig geschätzt;VG Rennerod;
07143247;Kaden;445;377,6;374,7;125,4;0;64,6;98,8;24,7;11,5;18,2;13,4;5,4;12,7;anteilig geschätzt;VG Westerburg;
07143248;Kirburg;451;365,5;362,9;105,1;0;72,3;106,8;12,8;21,6;14,4;16,4;5,8;7,7;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143249;Kölbingen;763;642,3;634,1;218,9;0;93,9;173,5;35,6;33,4;24;31,3;8,7;14,8;anteilig geschätzt;VG Westerburg;
07143250;Kroppach;556;453,7;452,8;121,9;0;90,2;114,2;30,1;24,1;25,7;21,1;9,5;16;anteilig geschätzt;VG Hachenburg;
07143251;Kuhnhöfen;122;103,5;103,2;35,2;0;15,6;22,1;11,9;6,7;4,7;2,2;1,9;2,9;anteilig geschätzt;VG Wallmerod;
07143252;Kundert;221;191,9;188,6;53;0;59,6;29,8;18,7;4;8;5,4;5;5,1;anteilig geschätzt;VG Hachenburg;
07143253;Langenbach bei Kirburg;851;603,5;596,5;185,3;0;140,8;125,6;28,3;28,4;30,9;27,1;12,4;17,7;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143254;Langenhahn;1042;839,3;836,4;301,9;0;117,1;204,3;60,9;36,1;51,4;33,9;12,8;18;anteilig geschätzt;VG Westerburg;
07143255;Lautzenbrücken;303;229,4;225,1;52,3;0;36,9;85,2;10,7;12;7,5;13,9;1;5,6;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143256;Liebenscheid;667;531,9;529,1;161,8;0;94,6;150,9;30,1;16,7;26,8;22,4;9,2;16,6;anteilig geschätzt;VG Rennerod;
07143257;Limbach;319;280,3;278,8;101,9;0;57,8;53,1;20,8;6,3;15;13,9;4,6;5,4;anteilig geschätzt;VG Hachenburg;
07143258;Linden;123;108,7;107,5;35,5;0;20,3;22,9;10,7;2,2;6,7;5,4;0,6;3,2;anteilig geschätzt;VG Hachenburg;
07143259;Lochum;243;204,8;201,3;81,8;0;29,3;45,7;11,1;4,6;11,9;10,1;4,3;2,5;anteilig geschätzt;VG Hachenburg;
07143260;Luckenbach;497;423,6;420,7;151,3;0;70,4;90,3;36,1;16,2;20,8;20,1;4,5;11;anteilig geschätzt;VG Hachenburg;
07143261;Marzhausen;209;173,5;171,2;45,1;0;46,9;29,4;16,2;4,2;12,3;6,6;3,1;7,4;anteilig geschätzt;VG Hachenburg;
07143262;Merkelbach;348;304,4;303,7;105,7;0;60,8;59,7;31,9;7,8;11,7;11,5;4,9;9,7;anteilig geschätzt;VG Hachenburg;
07143263;Meudt;1422;1229,8;1219;454,8;0;178,2;258,5;86,2;64,6;67,5;53,5;25,6;30,1;anteilig geschätzt;VG Wallmerod;
07143264;Mörlen;418;353,3;350,7;103,6;0;79,2;87,3;18,8;10,2;22,2;13,1;4;12,3;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143265;Mörsbach;339;289,2;288,5;70,7;0;78,4;54;21,2;6,9;23,9;13,6;5,9;13,9;anteilig geschätzt;VG Hachenburg;
07143266;Molsberg;350;294,9;293,6;129,1;0;36,5;65,4;16,7;11,8;12,8;6,8;5,5;9;anteilig geschätzt;VG Wallmerod;
07143267;Mudenbach;579;478,2;472,1;116,9;0;113,9;116,9;29,1;20,8;28,3;25,1;7,3;13,8;anteilig geschätzt;VG Hachenburg;
07143268;Mündersbach;583;499,8;496,8;124,9;0;104,9;132,9;31,4;16,5;34,8;27,7;11,2;12,5;anteilig geschätzt;VG Hachenburg;
07143269;Müschenbach;767;654,5;648,3;241,7;0;121,5;111,1;53;35,2;27,8;34,5;9,4;14,1;anteilig geschätzt;VG Hachenburg;
07143270;Neunkhausen;822;648,1;641;177,3;0;152,2;161,5;39,7;28,6;27,2;23,3;8,5;22,7;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143271;Neunkirchen;438;383,4;379,6;121,3;0;69,4;94,8;28,6;17,5;15,5;15,2;8,1;9,2;anteilig geschätzt;VG Rennerod;
07143272;Neustadt/ Westerwald;453;365,4;362,6;134,9;0;46,2;86,6;31,6;10,5;18,5;11,2;7;16,1;anteilig geschätzt;VG Rennerod;
07143273;Niederahr;605;515,4;513,5;203,9;0;89,6;105,5;38;15,9;21,8;14;16;8,8;anteilig geschätzt;VG Wallmerod;
07143274;Niederroßbach;575;455,3;451,4;146,5;0;77,3;130,5;24,8;21,1;21,3;12,7;8,5;8,7;anteilig geschätzt;VG Rennerod;
07143275;Niedersayn;147;138,6;137;50,2;0;18,2;31,9;13,7;5;5,9;6;2,2;3,9;anteilig geschätzt;VG Wirges;
07143276;Nister;816;666;662,3;189,8;0;162,4;126,3;43,4;35;48;27,7;10,9;18,8;anteilig geschätzt;VG Hachenburg;
07143277;Nisterau;667;571,7;567,9;146,5;0;102,5;166,3;44,8;23,1;35,3;20,9;9,7;18,8;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143278;Nister-Möhrendorf;243;213,1;212,8;86;0;41,4;40,4;10,3;7;9,8;4,9;7,5;5,5;anteilig geschätzt;VG Rennerod;
07143279;Nistertal;876;734,8;727,5;246;0;157;143;47,1;35,4;31,4;35;6,4;26,2;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143280;Norken;787;668,1;664,1;215,7;0;136;173,5;33,8;32,1;26,6;20,8;8,3;17,3;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143281;Oberahr;441;368,3;365,8;117,8;0;39,1;102,8;25,5;16,3;22,3;17,2;9,7;15,1;anteilig geschätzt;VG Wallmerod;
07143282;Oberrod;512;439;436,2;162;0;57,8;114,4;22;15,2;27,1;20,9;8,8;8;anteilig geschätzt;VG Rennerod;
07143283;Oberroßbach;276;235,5;231,1;63,2;0;42,7;59,4;14;5,8;12,9;14,7;8,1;10,3;anteilig geschätzt;VG Rennerod;
07143284;Pottum;784;647,8;644,4;245,9;0;91,2;137,8;46,9;32,4;37,8;22,2;12,6;17,6;anteilig geschätzt;VG Westerburg;
07143285;Rehe;709;583,7;572,9;184,9;0;71,1;174,4;32,3;25,8;25;28,5;20,3;10,6;anteilig geschätzt;VG Rennerod;
07143286;Rennerod, Stadt;2944;2324;2303;698,1;0;404,2;605,1;147,2;79,1;138,7;109,3;57,2;64,1;anteilig geschätzt;VG Rennerod;
07143287;Roßbach;675;591,3;587,9;167,5;0;132,1;133,8;40,5;25,3;31,5;23,8;12,1;21,3;anteilig geschätzt;VG Hachenburg;
07143288;Rotenhain;401;349,3;345,5;115,6;0;41,5;90,2;31;14,5;13,2;21,4;6;12,1;anteilig geschätzt;VG Westerburg;
07143289;Rothenbach;733;633,7;630,4;249,1;0;101;134,9;39;23,9;30,3;27,7;10,4;14,1;anteilig geschätzt;VG Westerburg;
07143290;Salz;697;625,5;616,3;242,7;0;73,1;143,6;37,3;33,3;35,2;19;10,7;21,4;anteilig geschätzt;VG Wallmerod;
07143291;Salzburg;169;135,7;134,5;49,2;0;21,2;32,7;6,6;6,2;11,7;3,1;2,9;0,9;anteilig geschätzt;VG Rennerod;
07143292;Seck;886;724,2;720,2;249,8;0;116,5;174;58,3;33,8;31;24,1;14,2;18,5;anteilig geschätzt;VG Rennerod;
07143293;Stahlhofen am Wiesensee;294;225,3;221,9;61,8;0;50,6;54,7;9,3;8,7;13,5;13,7;2,7;6,9;anteilig geschätzt;VG Westerburg;
07143294;Steinebach an der Wied;622;524,6;519,5;146,2;0;118,8;91,3;40,7;38,7;28;19,9;15,3;20,6;anteilig geschätzt;VG Hachenburg;
07143295;Stein-Neukirch;331;288,9;286,3;93,4;0;57;68,3;14,8;5,7;17;15,5;9,7;4,9;anteilig geschätzt;VG Rennerod;
07143296;Stein-Wingert;207;134,6;132,3;43,6;0;23,5;19,6;18,9;5,7;6,5;9;2,8;2,7;anteilig geschätzt;VG Hachenburg;
07143297;Stockhausen-Illfurth;322;253,9;252,7;55,7;0;45,1;85,1;19,2;10,7;8,1;15,6;4,9;8,3;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143298;Stockum-Püschen;515;426,8;424,9;172,1;0;56,3;99,3;16,3;20,9;21,6;13,8;9,6;15;anteilig geschätzt;VG Westerburg;
07143299;Streithausen;423;380,1;377;133,8;0;64,3;65,5;36,1;19,4;23,7;12,6;8,1;13,5;anteilig geschätzt;VG Hachenburg;
07143300;Unnau;1448;1188,1;1178,8;322,5;0;271,3;266,2;95,9;44,8;80,3;41,2;12,5;44,1;anteilig geschätzt;VG Bad Marienberg (Westerwald);
07143301;Wahlrod;653;538,1;535,7;156,2;0;119,5;107;49,7;19,4;30,6;23,9;12,1;17,3;anteilig geschätzt;VG Hachenburg;
07143302;Waigandshain;155;129,5;128,4;31,5;0;23;31,6;9,6;8,8;4,1;1,7;4,6;13,5;anteilig geschätzt;VG Rennerod;
07143303;Waldmühlen;259;218,4;214,9;72;0;27,1;59,7;14,2;5,9;16;10,8;5,2;4;anteilig geschätzt;VG Rennerod;
07143304;Wallmerod;1100;887,2;880,7;347,5;0;111,8;194,7;62,4;50;44,9;26,3;17,7;25,4;anteilig geschätzt;VG Wallmerod;
07143305;Weidenhahn;432;371,1;368,9;138,2;0;60,2;73,5;38,3;15,3;18,9;13;7,2;4,3;anteilig geschätzt;VG Selters (Westerwald);
07143306;Welkenbach;119;97,6;97,4;26,1;0;23,5;14,4;5,7;12,7;5,1;5,8;0,4;3,7;anteilig geschätzt;VG Hachenburg;
07143307;Weltersburg;261;227,7;226,2;88,1;0;32,2;53,1;10,9;5,1;17,9;8;4,9;6;anteilig geschätzt;VG Westerburg;
07143308;Westerburg, Stadt;4127;3176,1;3148,6;953,6;0;492,5;887,3;206,1;131,6;182,8;158,7;47,4;88,6;anteilig geschätzt;VG Westerburg;
07143309;Westernohe;690;582,1;573,5;213,3;0;97,7;119,6;45,8;25,8;19,8;26,2;12;13,3;anteilig geschätzt;VG Rennerod;
07143310;Wied;387;297,9;295,2;94,1;0;52,3;63,5;17,5;15;25,1;10,8;7;9,9;anteilig geschätzt;VG Hachenburg;
07143311;Willingen;232;187,1;185,8;59;0;31,4;62,4;8,3;5;4,8;6,9;1,5;6,5;anteilig geschätzt;VG Rennerod;
07143312;Willmenrod;481;401,4;398,6;103;0;73,6;109;31,8;14;29,7;20,9;6,2;10,4;anteilig geschätzt;VG Westerburg;
07143313;Winkelbach;162;139,1;138,9;31,3;0;31;35,8;10,4;10,4;9,2;4,7;3,7;2,4;anteilig geschätzt;VG Hachenburg;
07143314;Winnen;383;335;334,5;103,8;0;71,9;84,6;20,6;17,5;10,3;12,4;3;10,4;anteilig geschätzt;VG Westerburg;
07143315;Zehnhausen bei Rennerod;291;251,2;250,8;72,7;0;45,4;74;10,3;7;13,1;15,8;7,2;5,3;anteilig geschätzt;VG Rennerod;
07143316;Zehnhausen bei Wallmerod;167;157,5;154,2;68,2;0;19,6;24,1;10,9;11,7;9,7;7,2;1,9;0,9;anteilig geschätzt;VG Wallmerod;
07143501;Elbingen;316;276,3;274,4;110,3;0;43,1;53,7;19,9;14,6;15,6;9,2;3,3;4,7;anteilig geschätzt;VG Wallmerod;
07143502;Mähren;170;144,6;143,3;39,3;0;20,3;38,8;14,8;5,6;9,6;3,1;4,8;7;anteilig geschätzt;VG Wallmerod;
07211000;Trier, Stadt;76639;61530;61204;15488;0;11904;8496;10147;2746;6990;2787;709;1937;eigene Auszählung;;
07231001;Altrich;1275;1079,5;1075,2;401,2;0;184,7;196,2;97,6;57,7;50,4;31,2;31,5;24,7;anteilig geschätzt;VG Wittlich-Land;
07231003;Arenrath;282;250,7;249,2;97,4;0;43,3;56,2;11,1;9,7;8,7;8,2;10,5;4,1;anteilig geschätzt;VG Wittlich-Land;
07231004;Bausendorf;1041;882,8;876,9;285,2;0;124,3;223,1;59,7;50,4;50,5;38,5;19,6;25,6;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231005;Bengel;620;510,9;506,4;171,6;0;78,8;129,4;35,2;19,7;24,7;16,3;12,6;18,1;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231006;Berglicht;362;316,5;314,6;129,5;0;56,4;48,9;21,8;16,4;15,1;11,9;5,8;8,8;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231007;Bergweiler;679;603,3;596,3;201;0;122,9;107,4;31,1;25,4;26,3;31,3;27,9;23;anteilig geschätzt;VG Wittlich-Land;
07231008;Bernkastel-Kues, Stadt;4974;3950,3;3938,6;1442,7;0;715,3;582,9;353,3;258,8;224,7;149,8;95,3;115,8;anteilig geschätzt;VG Bernkastel-Kues;
07231009;Bettenfeld;541;442,8;442;150,8;0;78,2;111,6;23,8;13,2;22,1;14,3;15,8;12,2;anteilig geschätzt;VG Wittlich-Land;
07231010;Binsfeld;882;699,5;696;260,2;0;112,9;158,8;42;27,6;31,4;22,9;21,8;18,4;anteilig geschätzt;VG Wittlich-Land;
07231012;Brauneberg;865;719,3;715,2;261,8;0;118,8;128;60,8;49,9;38,5;22,4;17,6;17,4;anteilig geschätzt;VG Bernkastel-Kues;
07231013;Bruch;363;319,8;318,2;119,2;0;53,6;52,3;28,4;13,4;15,3;16,7;12,1;7,2;anteilig geschätzt;VG Wittlich-Land;
07231014;Burg (Mosel);268;220,3;215,9;79,8;0;33,8;45,5;20,1;7,2;9,1;7,1;5,6;7,7;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231016;Burgen;466;395,5;393;122;0;83,5;67,2;24,3;30;24,9;13;12,6;15,5;anteilig geschätzt;VG Bernkastel-Kues;
07231017;Burtscheid;95;87,8;87,4;21,5;0;22,6;19,2;7,8;2,6;2,4;4,8;2,9;3,6;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231018;Deuselbach;218;181,4;180;54;0;31,3;44,4;4,2;13;8,8;7,2;8,2;8,9;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231019;Dhronecken;98;82,6;82,4;18,6;0;20,6;15,5;9,7;7,6;2,5;4,7;2,2;1;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231020;Diefenbach;79;68,3;66,2;17,5;0;5,8;21,9;4,7;4,3;1,6;5,2;2,9;2,3;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231022;Dierscheid;128;123,7;123,5;45,9;0;20,7;19,1;15,9;7;5;2,8;3,9;3,2;anteilig geschätzt;VG Wittlich-Land;
07231024;Dreis;1050;911,4;906,6;370,8;0;177,1;125,4;76,5;46,4;35,2;27,5;24,5;23,2;anteilig geschätzt;VG Wittlich-Land;
07231025;Eckfeld;308;272,7;271,1;107,8;0;49,2;36,9;20,8;12,6;15,6;9;12,4;6,8;anteilig geschätzt;VG Wittlich-Land;
07231026;Eisenschmitt;277;235,3;233,8;82,7;0;35,2;40,7;25,2;14,2;13,2;8,8;8;5,8;anteilig geschätzt;VG Wittlich-Land;Schwarzenborn
07231029;Enkirch;1104;942,3;932,9;324,6;0;198,6;109,6;95,4;57,6;56,3;40,6;18,5;31,7;anteilig geschätzt;VG Traben-Trarbach, Wkr 199;
07231030;Erden;314;277,9;277,5;121,9;0;46,2;29,1;21,9;22,7;14,6;6,2;8,9;6;anteilig geschätzt;VG Bernkastel-Kues;
07231031;Esch;323;284,3;282,8;105,7;0;41,2;56,7;17,2;9,2;17,2;12,8;14;8,8;anteilig geschätzt;VG Wittlich-Land;
07231032;Etgert;54;47,5;46,4;18,4;0;5,3;7,6;6,6;2,6;1,5;0,6;2,4;1,4;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231033;Flußbach;396;342,1;338,7;118;0;53,2;73;22,7;19,8;15,6;15,8;5,4;15,2;gemeinsam ausgezählt;VG Traben-Trarbach, Wkr 201;Willwerscheid
07231035;Gielert;110;89,8;88,6;22,4;0;14,7;21,9;4,5;7,4;7,3;5,5;2;2,9;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231036;Gipperath;180;168,8;167,5;66;0;37,4;19,6;12,5;3,9;10,8;6,6;7,7;3;anteilig geschätzt;VG Wittlich-Land;
07231037;Gladbach;278;241,8;240,4;88,5;0;40,3;49,4;15,3;11,8;12,7;6,4;7,6;8,4;anteilig geschätzt;VG Wittlich-Land;
07231040;Gornhausen;168;147,2;146;50,4;0;34,5;22;14,9;10,2;4,5;2,8;3,6;3,1;anteilig geschätzt;VG Bernkastel-Kues;
07231041;Graach an der Mosel;469;365,8;364,3;143,4;0;82;48,6;24,4;17,9;15,5;15,4;8;9,1;anteilig geschätzt;VG Bernkastel-Kues;
07231042;Gräfendhron;65;52,5;52,4;16,7;0;6,6;10,7;4,7;3,6;6,6;0,7;1,5;1,3;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231044;Greimerath;221;209;207,6;68,6;0;40,4;32,7;16,9;14,6;10,5;13,2;6,4;4,3;anteilig geschätzt;VG Wittlich-Land;
07231046;Großlittgen;776;616,4;612,2;206,2;0;89,3;148,6;44,4;28,2;32;27,9;17,6;18;anteilig geschätzt;VG Wittlich-Land;Musweiler
07231049;Hasborn;483;451;446,1;150,7;0;77,3;79,8;42,2;21,9;17,8;22;23,5;10,9;anteilig geschätzt;VG Wittlich-Land;
07231051;Heidweiler;323;285,7;285,2;117,5;0;39;47,8;21,8;14,6;15,5;9;12,3;7,7;anteilig geschätzt;VG Wittlich-Land;Dodenburg, Heckenmünster
07231053;Hetzerath;1934;1719,5;1709,8;653,6;0;320,9;254,9;159;80,9;74,5;73,9;55;37,1;anteilig geschätzt;VG Wittlich-Land;
07231054;Hilscheid;212;184,4;182,8;52,1;0;48,2;41,7;6,5;9,2;9;8,5;3,1;4,5;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231056;Hochscheid;205;174,1;173;48;0;41,1;32,1;19,2;6,9;12,7;4,1;5;3,9;anteilig geschätzt;VG Bernkastel-Kues;
07231057;Hontheim;613;523,2;519,7;220,8;0;66;102,7;30,9;28,4;25,4;19,2;11,5;14,8;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231058;Horath;365;322,7;319,7;129,8;0;50;65,4;17,8;21,2;11,9;10,9;7,4;5,3;gemeinsam ausgezählt;VG Thalfang am Erbeskopf;Merschbach
07231062;Hupperath;495;454,3;451,3;164,9;0;65,2;90,8;31,4;18,6;20,5;26,6;21,1;12,2;anteilig geschätzt;VG Wittlich-Land;
07231064;Immert;125;109,3;109;35,1;0;28,3;20,6;5,2;3;3,9;7,2;3,5;2,2;anteilig geschätzt;VG Thalfang am Erbeskopf;
07231065;Karl;144;120,2;119;40;0;19,9;33,8;7,1;6,6;5,6;1,4;2,5;2,1;anteilig geschätzt;VG Wittlich-Land;
07231066;Kesten;257;229,7;227,5;89,6;0;36,5;31,1;13,8;17,9;8;11,1;11;8,5;anteilig geschätzt;VG Bernkastel-Kues;
07231067;Kinderbeuern;783;654,3;649,6;196,1;0;117,9;164,1;46,5;39,4;30,2;22,3;16,1;17;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231068;Kinheim;565;489,3;484,8;198,5;0;72,8;75,1;40,2;30,6;21,2;18,8;13;14,6;anteilig geschätzt;VG Traben-Trarbach, Wkr 201;
07231069;Klausen;1111;945,4;942,3;337,9;0;178,6;152,4;76,6;40,1;44,9;40,9;44,1;26,8;anteilig geschätzt;VG Wittlich-Land;
07231070;Kleinich;553;466,2;463,8;144,8;0;104,7;81,6;35,9;24;30,2;19,4;15,1;8,1;anteilig geschätzt;VG Bernkastel-Kues;
07231071;Kommen;234;193;191,7;72,4;0;29,2;35,6;19,1;11,8;6,7;7,7;6,4;2,8;anteilig geschätzt;VG Bernkastel-Kues;
